import_offset,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,keywords,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
1597,"135, Lower Clapton Rd, London, E5 8EQ",Hackney Downs,7.0,3.9,TV,pub: 6;think: 4;real: 4;sky: 3;tables: 3;pool: 3;last: 2;people: 2;made: 2;men: 2;refurbished: 2;time: 2;table: 2;work: 2;juke: 2,1498831075,51.5550538825621,-0.0550406480596385,The Windsor Castle,[],Hackney Central;Homerton,Hackney North and Stoke Newington,E5 8EQ,16936,http://www.beerintheevening.com/pubs/s/16/16936/Windsor_Castle/Lower_Clapton,
1598,"1, Mandeville St, London, E5 0DH",King's Park,3.0,4.3,,fancy: 1;foot: 1;getting: 1;pub: 1;inside: 1;set: 1;unless: 1;savage: 1;negro: 1;garrotted: 1,1498831075,51.5558996171766,-0.0388622086435341,The Glyn Arms,[],,Hackney South and Shoreditch,E5 0DH,16938,http://www.beerintheevening.com/pubs/s/16/16938/Glyn_Arms/Lower_Clapton,
1599,"88 Lower Clapton Road, London, E5 0QR",Lea Bridge,17.0,7.2,,bar: 16;bit: 9;people: 8;good: 6;friendly: 5;staff: 5;like: 4;place: 4;white: 4;area: 4;go: 4;dont: 4;great: 4;really: 3;pleasant: 3,1498831075,51.5537124897611,-0.0533235944039351,The Biddle Bros,[],Hackney Central;Homerton,Hackney North and Stoke Newington,E5 0QR,14479,http://www.beerintheevening.com/pubs/s/14/14479/Biddle_Bros/Lower_Clapton,
1600,"171, Glyn Rd, Clapton, London, E5 0JT",King's Park,2.0,6.0,,closed: 1,1498831075,51.5530948461311,-0.0416081668324487,The George,[],Homerton;Hackney Central,Hackney South and Shoreditch,E5 0JT,16935,http://www.beerintheevening.com/pubs/s/16/16935/George/Lower_Clapton,
1601,"212 Bishopsgate, London, EC2M 4PT",Bishopsgate,,,Sky TV;Big screen;Pool table;Quiz machines;Real ale,pub: 43;bar: 21;good: 20;one: 15;went: 15;staff: 14;food: 14;back: 14;nicholsons: 12;beer: 11;busy: 11;pint: 11;ales: 10;would: 10;served: 10,1498831075,51.5182872971598,-0.0792946854045052,Woodins Shades,[],Liverpool Street;Aldgate;Aldgate East,Cities of London and Westminster,EC2M 4PT,4491,http://www.beerintheevening.com/pubs/s/44/4491/Woodins_Shades/Liverpool_Street,
1602,"128-148, Bishopgate, London, EC2M 4HX",,22.0,5.5,TV;Big screen;Pool table;Food served;Real ale,pub: 16;one: 12;city: 11;place: 10;good: 10;food: 9;staff: 8;well: 6;though: 6;table: 6;quite: 6;really: 5;stone: 5;got: 5;bad: 4,1498831075,,,Stone Horse Paper Cow,[],Liverpool Street;Aldgate;Aldgate East,,EC2M 4HX,4509,http://www.beerintheevening.com/pubs/s/45/4509/Stone_Horse_Paper_Cow/Liverpool_Street,http://www.antic-ltd.com
1603,"125-129, Middlesex St, London, E1 7JF",Bishopsgate,37.0,6.5,Food served;Real ale;Function room for hire;Disabled access,fullers: 28;pub: 23;one: 14;good: 13;food: 12;city: 12;staff: 12;beer: 12;pint: 10;ales: 9;area: 9;well: 7;large: 7;pie: 7;pride: 7,1498831075,51.5179465437697,-0.0788045439080747,The Shooting Star,[],Liverpool Street;Aldgate;Aldgate East,Cities of London and Westminster,E1 7JF,4862,http://www.beerintheevening.com/pubs/s/48/4862/Shooting_Star/Liverpool_Street,
1604,"53, Station Rd, London, E12 5BP",Manor Park,5.0,4.4,,drink: 2;want: 2;clean: 1;aint: 1;better: 1;golden: 1;pub: 1;acknowledged: 1;well: 1;dont: 1;tv: 1;service: 1;luckily: 1;much: 1;beer: 1,1498831076,51.5516299068117,0.0468373247187092,The Blakesley Arms,[],,East Ham,E12 5BP,16988,http://www.beerintheevening.com/pubs/s/16/16988/Blakesley_Arms/Manor_Park,
1605,"616, Romford Rd, London, E12 5AF",Manor Park,11.0,4.0,,pub: 9;beer: 6;place: 6;like: 5;good: 5;fosters: 5;get: 4;well: 4;around: 4;bands: 3;irish: 3;got: 3;dont: 3;youve: 3;much: 3,1498831076,51.5498204040351,0.0459195096496912,The Earl Of Essex,[],,East Ham,E12 5AF,30200,http://www.beerintheevening.com/pubs/s/30/30200/Earl_Of_Essex/Manor_Park,
1606,"38 Fisher Sreet, Maidstone, London, ME14 2SU",North,,,,closed: 2;good: 2;sells: 1;think: 1;block: 1;pub: 1;death: 1;stella: 1;cant: 1;per: 1;die: 1;anywhere: 1;shame: 1;around: 1;whats: 1,1498831076,51.28195086348,0.522768558471287,The Holly Bush,[],,Maidstone and The Weald,ME14 2SU,32586,http://www.beerintheevening.com/pubs/s/32/32586/Holly_Bush/Maidstone,
1607,"73 Old Broad St, Liverpool Street, London, EC2M 1QS",Bishopsgate,,,TV;Fruit machines;Food served;Real ale,pub: 36;good: 16;liverpool: 14;bar: 14;pride: 13;beer: 12;like: 12;staff: 11;city: 10;place: 10;nicholsons: 10;pint: 10;landlord: 9;area: 9;get: 9,1498831076,51.5169067439262,-0.0828551976231052,The Lord Aberconway,[],Liverpool Street;Moorgate;Bank,Cities of London and Westminster,EC2M 1QS,3898,http://www.beerintheevening.com/pubs/s/38/3898/Lord_Aberconway/Liverpool_Street,
1608,"15 Liverpool Street, London, EC2M 7NX",Broad Street,,,Quiz night;Live music;TV;Sky TV;Big screen;Karaoke;Fruit machines;Quiz machines;Food served;12pm-6pm Saturday / Sunday);Sunday roast;Real ale;Outside seating;Late licence;Credit cards accepted;Function room for hire;Wireless internet access;Air conditioning;Coach parties welcome;Disabled access;Disabled toilet,pub: 44;good: 22;place: 21;bar: 17;station: 12;service: 12;go: 11;would: 11;last: 10;even: 10;friendly: 10;people: 10;going: 10;staff: 10;nice: 10,1498831076,51.5175191912034,-0.0834636735490558,The Railway Tavern,[],Liverpool Street;Moorgate;Bank,Cities of London and Westminster,EC2M 7NX,590,http://www.beerintheevening.com/pubs/s/59/590/Railway_Tavern/Liverpool_Street,http://www.crazycowevents.co.uk/railway_tavern_pub_liverpool_street
1609,"309 Harrow Road, Maida Vale, London, W9 3RG",Westbourne,,,,pub: 2;great: 1;today: 1;another: 1;tea: 1;inns: 1;recently: 1;closed: 1;history: 1;shame: 1;ever: 1;heard: 1;sadly: 1;enterprise: 1;music: 1,1498831076,51.5231915757897,-0.197927097481964,Windsor Castle,[],Westbourne Park;Royal Oak;Warwick Avenue,Westminster North,W9 3RG,37907,http://www.beerintheevening.com/pubs/s/37/37907/Windsor_Castle/Maida_Vale,
1610,"3 Lanark Place, London, W9 1BT",Little Venice,12.0,5.6,,pub: 22;room: 10;place: 7;bar: 7;back: 7;little: 6;small: 6;one: 5;bit: 5;front: 5;like: 5;landlord: 5;locals: 5;local: 5;new: 4,1498831077,51.5254602389713,-0.178880741432054,The Windsor Castle,[],Warwick Avenue;Maida Vale;Paddington,Westminster North,W9 1BT,21723,http://www.beerintheevening.com/pubs/s/21/21723/Windsor_Castle/Maida_Vale,
1611,"54-56 Formosa Street, London, W9 2JU",Westbourne,18.0,3.3,Food served;Outside seating,bar: 15;service: 11;place: 10;summer: 9;restaurant: 8;get: 7;would: 7;nice: 7;bad: 6;slow: 6;staff: 6;good: 6;outside: 5;food: 5;drink: 5,1498831077,51.5227385193338,-0.187782449444209,The Waterway,[],Warwick Avenue;Royal Oak;Maida Vale,Westminster North,W9 2JU,3468,http://www.beerintheevening.com/pubs/s/34/3468/Waterway/Maida_Vale,
1612,"6, Warwick Place, London, W9 2PX",Little Venice,35.0,6.5,,pub: 31;nice: 22;good: 20;bar: 18;pint: 16;beer: 13;little: 11;time: 11;visit: 11;staff: 11;great: 10;friendly: 10;area: 9;went: 9;well: 9,1498831077,51.5221007397513,-0.183757223056233,The Warwick Castle,[],Warwick Avenue;Royal Oak;Paddington,Westminster North,W9 2PX,4744,http://www.beerintheevening.com/pubs/s/47/4744/Warwick_Castle/Maida_Vale,
1613,"93 Warrington Crescent, Maida Vale, London, W9 1EH",Little Venice,,,Quiz machines;Food served;Real ale,pub: 66;bar: 29;good: 27;beer: 25;place: 24;food: 23;great: 23;back: 20;interior: 20;like: 19;one: 18;staff: 18;london: 17;thai: 16;area: 16,1498831077,51.5265200654964,-0.183437208821991,The Warrington Hotel,[],Warwick Avenue;Maida Vale;Royal Oak,Westminster North,W9 1EH,1712,http://www.beerintheevening.com/pubs/s/17/1712/Warrington_Hotel/Maida_Vale,
1614,"4 Clarendon Terrace, Maida Vale, London, W9 1BZ",Little Venice,,,,like: 4;would: 4;people: 4;bar: 3;use: 2;abuse: 2;take: 2;us: 2;woman: 2;w9: 2;claudia: 1;road: 1;drunk: 1;friends: 1;spent: 1,1498831077,51.5253991586955,-0.17842187260325,W9,[],Warwick Avenue;Maida Vale;Paddington,Westminster North,W9 1BZ,38056,http://www.beerintheevening.com/pubs/s/38/38056/W9/Maida_Vale,
1615,"55 Shirland Road, Maida Vale, London, W9 2JD",Little Venice,6.0,5.7,Wireless internet access,pub: 4;still: 3;used: 3;great: 3;best: 3;visit: 2;moved: 2;days: 2;dogs: 2;charm: 1;miss: 1;london: 1;passed: 1;away: 1;grandest: 1,1498831077,51.5241574792179,-0.188245069712356,Truscott Arms,[],Warwick Avenue;Royal Oak;Maida Vale,Westminster North,W9 2JD,8875,http://www.beerintheevening.com/pubs/s/88/8875/Truscott_Arms/Maida_Vale,
1616,"55 Shirland Road, Maida Vale, London, W9 2JD",Little Venice,,,,,1498831077,51.5241574792179,-0.188245069712356,The Truscott Arms,[],Warwick Avenue;Royal Oak;Maida Vale,Westminster North,W9 2JD,36144,http://www.beerintheevening.com/pubs/s/36/36144/Truscott_Arms/Maida_Vale,
1617,"15, Clifton Rd, London, W9 1SY",Little Venice,18.0,6.2,,pub: 23;sam: 21;smiths: 20;good: 9;beer: 8;nice: 8;area: 8;pint: 7;food: 7;pubs: 7;old: 6;thai: 6;bar: 6;friendly: 6;dont: 5,1498831077,51.5253588826936,-0.179302843388383,The Robert Browning,[],Warwick Avenue;Maida Vale;Paddington,Westminster North,W9 1SY,4344,http://www.beerintheevening.com/pubs/s/43/4344/Robert_Browning/Maida_Vale,
1618,"5-6 Picton Place, Marylebone, London, W1U 1BL",Marylebone High Street,,,Food served;Real ale,great: 6;like: 5;one: 4;bar: 4;staff: 3;nice: 3;dull: 3;cosy: 2;food: 2;bars: 2;well: 2;made: 2;abo: 2;week: 2;dont: 2,1498831077,51.5154550163362,-0.15150656553368,All Bar One,[],Bond Street;Marble Arch;Oxford Circus,Cities of London and Westminster,W1U 1BL,906,http://www.beerintheevening.com/pubs/s/90/906/All_Bar_One/Marylebone,
1619,"7-9 Paddington Street, London, W1M 3LA",,10.0,0.6,Food served,really: 3;street: 2;place: 2;area: 2;marylebone: 2;pubs: 2;never: 2;bar: 2;two: 1;tap: 1;delicious: 1;ham: 1;friday: 1;pub: 1;standard: 1,1498831078,,,All Bar One,[],Baker Street;Regent's Park;Great Portland Street,,,3348,http://www.beerintheevening.com/pubs/s/33/3348/All_Bar_One/Marylebone,
1620,"18-20, Edgware Road, London, W2 2EN",Bryanston and Dorset Square,,,Food served;Real ale,wetherspoons: 24;one: 15;good: 14;bar: 13;pub: 13;beer: 9;beers: 9;though: 8;ale: 8;pint: 8;much: 8;busy: 7;staff: 7;spoons: 7;place: 7,1498831078,51.5136785296202,-0.160341065719052,The Tyburn,[],Marble Arch;Bond Street;Marylebone,Cities of London and Westminster,W2 2EN,7549,http://www.beerintheevening.com/pubs/s/75/7549/Tyburn/Marble_Arch,
1621,"12 Old Quebec Street, London, W1H 7AF",Bryanston and Dorset Square,,,,pub: 35;bar: 27;gay: 23;like: 22;quebec: 21;staff: 19;place: 19;one: 15;london: 15;old: 15;manager: 15;good: 14;men: 13;great: 12;tony: 12,1498831078,51.5140437584655,-0.157256540812652,The Quebec,[],Marble Arch;Bond Street;Baker Street,Cities of London and Westminster,W1H 7AF,261,http://www.beerintheevening.com/pubs/s/26/261/Quebec/Marble_Arch,
1622,"24, North Audley St, London, W1K 6WB",West End,,,Food served;Outside seating,pub: 40;bar: 21;place: 20;good: 19;like: 16;staff: 14;one: 13;great: 13;food: 13;toilets: 12;nice: 12;really: 10;go: 10;london: 10;street: 9,1498831078,51.5132517975188,-0.153786381640117,The Marlborough Head,[],Bond Street;Marble Arch;Oxford Circus,Cities of London and Westminster,W1K 6WB,1735,http://www.beerintheevening.com/pubs/s/17/1735/Marlborough_Head/Marble_Arch,
1623,"6 New Quebec Street, Marble Arch, London, W1H 7DD",Bryanston and Dorset Square,,,,,1498831078,51.5150088027369,-0.158010285362782,The Grazing Goat,[],Marble Arch;Bond Street;Baker Street,Cities of London and Westminster,W1H 7DD,45233,http://www.beerintheevening.com/pubs/s/45/45233/Grazing_Goat/Marble_Arch,
1624,"12 Seymour Place, Marylebone, London, W1H 7NA",Bryanston and Dorset Square,,,Sky TV;Dartboard;Fruit machines;Food served;Real ale;Outside seating;Credit cards accepted;Function room for hire,pub: 85;good: 46;ales: 41;friendly: 32;beer: 31;one: 27;place: 25;real: 24;great: 22;ale: 22;visit: 22;pint: 21;bar: 20;selection: 20;nice: 20,1498831078,51.5145864719238,-0.160895395097041,The Carpenters Arms,[],Marble Arch;Bond Street;Marylebone,Cities of London and Westminster,W1H 7NA,4937,http://www.beerintheevening.com/pubs/s/49/4937/Carpenters_Arms/Marble_Arch,
1625,"6, New Quebec St, London, W1H 7DD",Bryanston and Dorset Square,,,Sky TV;Jukebox;Fruit machines;Quiz machines;Food served;Real ale;Outside seating,pub: 14;one: 5;really: 5;bad: 4;good: 4;deuchars: 4;street: 3;like: 3;pretty: 3;food: 3;quite: 3;nice: 3;however: 3;arms: 3;adnams: 3,1498831078,51.5150088027369,-0.158010285362782,The Bricklayer's Arms,[],Marble Arch;Bond Street;Baker Street,Cities of London and Westminster,W1H 7DD,1663,http://www.beerintheevening.com/pubs/s/16/1663/Bricklayers_Arms/Marble_Arch,
1626,"29 Watling Street, London, EC4M 9BR",Cordwainer,,,Food served;Real ale,pub: 29;good: 26;bar: 24;pint: 15;visit: 14;staff: 13;nice: 13;ales: 12;back: 12;one: 11;city: 10;area: 10;little: 9;landlord: 9;food: 9,1498831078,51.5130143121795,-0.093971792973073,Ye Olde Watling,[],Mansion House;St. Pauls;Cannon Street,Cities of London and Westminster,EC4M 9BR,11399,http://www.beerintheevening.com/pubs/s/11/11399/Ye_Olde_Watling/Mansion_House,
1627,"1 Groveland Court, Off Bow Lane, London, EC4M 9EH",Cordwainer,,,TV;Food served;Real ale,pub: 39;good: 30;bar: 20;staff: 17;food: 17;ales: 14;back: 14;place: 14;beer: 13;nice: 13;one: 12;city: 12;landlord: 10;pint: 10;pride: 9,1498831079,51.5132721105574,-0.093788086397253,Williamson's Tavern,[],Mansion House;St. Pauls;Cannon Street,Cities of London and Westminster,EC4M 9EH,7231,http://www.beerintheevening.com/pubs/s/72/7231/Williamsons_Tavern/Mansion_House,
1628,"64 Queen Victoria Street, London, EC4N 4SJ",Cordwainer,29.0,5.7,Food served,pub: 25;place: 13;like: 10;good: 9;go: 9;food: 7;one: 6;bar: 6;back: 6;friendly: 6;music: 5;landlord: 5;card: 4;get: 4;made: 4,1498831079,51.5125572635587,-0.0935152777355151,The Sea Horse,[],Mansion House;Cannon Street;St. Pauls,Cities of London and Westminster,EC4N 4SJ,19007,http://www.beerintheevening.com/pubs/s/19/19007/Sea_Horse/Mansion_House,
1629,"Stew Lane, High Timber Street, London, EC4V 3PT",Queenhithe,,,Quiz machines;Food served;Real ale;Riverside location;Credit cards accepted;Function room for hire;Disabled access,pub: 16;great: 14;views: 12;river: 11;food: 11;one: 10;bar: 10;best: 9;london: 9;amazing: 9;place: 8;good: 8;would: 7;make: 7;staff: 7,1498831079,51.5103960549236,-0.0960986458947171,The Samuel Pepys,[],Mansion House;Cannon Street;St. Pauls,Cities of London and Westminster,EC4V 3PT,6999,http://www.beerintheevening.com/pubs/s/69/6999/Samuel_Pepys/Mansion_House,
1630,"23 Watling Street, London, EC4M 9BR",Cordwainer,,,Food served;Real ale;Outside seating;Function room for hire;Wireless internet access,bar: 13;pub: 11;outside: 9;beer: 9;work: 9;one: 8;fullers: 8;place: 8;area: 8;pint: 7;city: 7;food: 7;good: 7;staff: 7;large: 6,1498831079,51.5130143121795,-0.093971792973073,The Pavilion End,[],Mansion House;St. Pauls;Cannon Street,Cities of London and Westminster,EC4M 9BR,8258,http://www.beerintheevening.com/pubs/s/82/8258/Pavilion_End/Mansion_House,
1631,"5 Groveland Court, Off Bow Lane, London, EC4M 9EH",Cordwainer,,,Outside seating,one: 2;embarassed: 1;way: 1;plus: 1;like: 1;plain: 1;uncomfortable: 1;opposite: 1;liked: 1;tripped: 1;small: 1;seating: 1;shame: 1;alley: 1;house: 1,1498831079,51.5132721105574,-0.093788086397253,Jamies Bar,[],Mansion House;St. Pauls;Cannon Street,Cities of London and Westminster,EC4M 9EH,8259,http://www.beerintheevening.com/pubs/s/82/8259/Jamies_Bar/Mansion_House,
1632,"28, Garlick Hill, London, EC4V 2BA",Vintry,30.0,7.1,Function room for hire,pub: 13;beer: 9;good: 9;city: 8;back: 8;room: 8;one: 7;like: 7;small: 6;ipa: 5;find: 5;place: 5;house: 5;evening: 5;really: 4,1498831079,51.5120128351195,-0.0937685955098935,The Hatchet,[],Mansion House;Cannon Street;Bank,Cities of London and Westminster,EC4V 2BA,7330,http://www.beerintheevening.com/pubs/s/73/7330/Hatchet/Mansion_House,
1633,"67-69 Watling Street, London, EC4M 9DD",Cordwainer,,,Food served,food: 7;bar: 7;calico: 6;better: 6;service: 5;staff: 5;night: 5;last: 4;good: 4;needs: 3;enough: 3;dull: 3;went: 3;pool: 3;wants: 3,1498831079,51.5129943221379,-0.0932952612836698,The Calico Bar and Eating House,[],Mansion House;Cannon Street;Bank,Cities of London and Westminster,EC4M 9DD,8495,http://www.beerintheevening.com/pubs/s/84/8495/Calico_Bar_and_Eating_House/Mansion_House,
1634,"39 Duke Street, London, W1U 1LP",Marylebone High Street,,,,pub: 15;bar: 10;london: 8;one: 7;beer: 6;atmosphere: 6;pride: 5;service: 5;place: 5;pubs: 5;little: 4;staff: 4;way: 4;pint: 4;great: 4,1498831079,51.5147349406599,-0.151463654079757,The Henry Holland,[],Bond Street;Marble Arch;Oxford Circus,Cities of London and Westminster,W1U 1LP,854,http://www.beerintheevening.com/pubs/s/85/854/Henry_Holland/Marylebone,
1635,"32, Harcourt St, London, W1H 4HX",Bryanston and Dorset Square,,,TV;Big screen;Food served;Real ale;Outside seating,pub: 40;swedish: 38;good: 28;friendly: 14;place: 14;beer: 13;staff: 13;nice: 13;back: 13;great: 12;london: 12;garden: 12;also: 10;harcourt: 9;food: 9,1498831079,51.5195119353692,-0.164185166152606,The Harcourt Arms,[],Marylebone;Edgware Road;Baker Street,Cities of London and Westminster,W1H 4HX,3012,http://www.beerintheevening.com/pubs/s/30/3012/Harcourt_Arms/Marylebone,
1636,"33 Aybrook Street, Marylebone, London, London, W1U 4AP",Marylebone High Street,41.0,6.1,,pub: 38;good: 23;food: 16;great: 14;nice: 12;bar: 10;london: 10;pint: 10;landlord: 9;staff: 9;atmosphere: 9;visit: 9;time: 8;beer: 8;area: 8,1498831079,51.5192423418838,-0.153313514097464,The Gunmakers,[],Baker Street;Bond Street;Regent's Park,Cities of London and Westminster,W1U 4AP,29457,http://www.beerintheevening.com/pubs/s/29/29457/Gunmakers/Marylebone,
1637,"5, Ivor Place, London, NW1 6DY",Bryanston and Dorset Square,5.0,7.8,TV;Big screen;Food served,one: 4;gloucester: 3;good: 3;pub: 3;food: 2;well: 2;london: 2;school: 2;small: 2;tetleys: 2;times: 2;became: 2;rubble: 1;alsop: 1;aresenal: 1,1498831079,51.5245559925133,-0.160695554801599,The Gloucester Arms,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,NW1 6DY,14967,http://www.beerintheevening.com/pubs/s/14/14967/Gloucester_Arms/Marylebone,
1638,"35, New Cavendish St, London, W1G 9UE",Marylebone High Street,14.0,6.6,,pub: 8;food: 5;bar: 5;place: 4;outside: 4;pint: 4;us: 4;street: 3;lovely: 3;good: 3;back: 3;nice: 3;atmosphere: 3;quick: 3;smiths: 3,1498831080,51.5190214253094,-0.150136991280419,The Duke of York,[],Bond Street;Regent's Park;Baker Street,Cities of London and Westminster,W1G 9UE,3863,http://www.beerintheevening.com/pubs/s/38/3863/Duke_of_York/Marylebone,
1639,"45 Harrowby Street, Marylebone, London, W1H 5HT",Bryanston and Dorset Square,,,Quiz night;TV;Sky TV;Big screen;Dartboard;Fruit machines;Food served;and Daily specials list;Christmas Menu);Sunday roast;Lamb;Chciken;Pork);Gluten free meals available;Real ale;doombar;Bombardier gost ship);Cocktails;Outside seating;Dogs allowed;Children allowed;Credit cards accepted;Amex;Mastercard etc);Smoking area;Accommodation available;Wireless internet access;Air conditioning;Coach parties welcome;Disabled access,pub: 44;great: 35;good: 33;food: 27;friendly: 15;staff: 14;went: 14;one: 13;night: 13;would: 12;duke: 12;area: 12;bar: 12;time: 11;place: 11,1498831080,51.5175069735208,-0.164208131685329,The Duke of York,[],Edgware Road;Marylebone;Marble Arch,Cities of London and Westminster,W1H 5HT,8265,http://www.beerintheevening.com/pubs/s/82/8265/Duke_of_York/Marylebone,http://www.dukeofyorklondon.co.uk
1640,"94a Crawford Street, Marylebone, London, W1H 2HQ",Bryanston and Dorset Square,,,Food served;Sunday roast;Gluten free meals available;Real ale;Outside seating;Dogs allowed;Children allowed;Credit cards accepted;Function room for hire;Wireless internet access,pub: 39;good: 19;place: 14;would: 10;pubs: 10;one: 9;great: 9;duke: 9;beer: 9;london: 9;old: 9;wine: 8;bar: 7;food: 7;restaurant: 7,1498831080,51.519316513001,-0.161468794716684,The Duke Of Wellington,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,W1H 2HQ,862,http://www.beerintheevening.com/pubs/s/86/862/Duke_Of_Wellington/Marylebone,http://www.thedukew1.co.uk
1641,"38 Connaught Street, London, W2 2AF",Hyde Park,,,TV;Fruit machines;Food served;Outside seating,pub: 13;sunday: 7;great: 7;good: 5;evening: 5;night: 5;place: 4;food: 4;sing: 4;nice: 4;saturday: 4;friendly: 4;visit: 4;going: 4;like: 3,1498831080,51.5146797861651,-0.165705394437476,The Duke of Kendal,[],Marble Arch;Edgware Road;Lancaster Gate,Cities of London and Westminster,W2 2AF,5828,http://www.beerintheevening.com/pubs/s/58/5828/Duke_of_Kendal/Marylebone,
1642,"43, Weymouth Mews, London, W1G 7EH",Marylebone High Street,,,Food served;Outside seating,pub: 84;sam: 40;smiths: 39;good: 28;beer: 24;great: 18;place: 18;nice: 18;like: 17;away: 16;one: 15;pint: 15;well: 15;pubs: 15;mews: 15,1498831080,51.5199029396585,-0.14616621567109,The Dover Castle,[],Regent's Park;Great Portland Street;Oxford Circus,Cities of London and Westminster,W1G 7EH,6319,http://www.beerintheevening.com/pubs/s/63/6319/Dover_Castle/Marylebone,
1643,"7, Duke St, London, W1U 3EE",Marylebone High Street,18.0,5.4,,pub: 11;pint: 10;area: 6;bar: 6;one: 5;good: 5;expensive: 5;place: 5;friendly: 5;beer: 4;food: 4;seemed: 4;ok: 4;better: 4;staff: 4,1498831080,51.5161841712397,-0.152125628258238,The Devonshire Arms,[],Bond Street;Marble Arch;Oxford Circus,Cities of London and Westminster,W1U 3EE,1541,http://www.beerintheevening.com/pubs/s/15/1541/Devonshire_Arms/Marylebone,
1644,"79, Marylebone High St, London, W1U 5JZ",Marylebone High Street,,,Food served,place: 4;street: 3;good: 3;way: 3;bar: 3;atmosphere: 3;better: 3;like: 2;interesting: 2;tap: 2;large: 2;quite: 2;nice: 2;real: 2;unfortunately: 2,1498831080,51.5208885562439,-0.152209082734113,Coco Momo,[],Baker Street;Regent's Park;Great Portland Street,Cities of London and Westminster,W1U 5JZ,14966,http://www.beerintheevening.com/pubs/s/14/14966/Coco_Momo/Marylebone,
1645,"88 Marylebone Lane, Marylebone, London, W1U 2PY",Marylebone High Street,,,,reasonable: 5;pub: 5;one: 4;food: 4;upstairs: 4;gin: 4;would: 4;drink: 4;like: 3;tonic: 3;nothing: 3;didnt: 3;quite: 3;nice: 3;pints: 3,1498831081,51.5171771975839,-0.150658525149849,The Coach Makers,[],Bond Street;Oxford Circus;Marble Arch,Cities of London and Westminster,W1U 2PY,39710,http://www.beerintheevening.com/pubs/s/39/39710/Coach_Makers/Marylebone,
1646,"48 Chapel Street, London, NW1 5DP",Bryanston and Dorset Square,,,Food served;Outside seating;Credit cards accepted,food: 13;service: 10;place: 9;good: 9;pub: 9;great: 7;really: 6;one: 5;beer: 5;bad: 4;wine: 4;dont: 4;garden: 4;station: 4;nice: 4,1498831081,51.5196870698574,-0.166758234284913,The Chapel,[],Edgware Road;Marylebone;Baker Street,Cities of London and Westminster,NW1 5DP,5167,http://www.beerintheevening.com/pubs/s/51/5167/Chapel/Marylebone,
1647,"Mandeville Place, London, W1U 2BE",Marylebone High Street,3.0,5.3,,else: 1;years: 1;like: 1;used: 1;shut: 1;drink: 1;everywhere: 1;quiet: 1;place: 1;rammed: 1;couple: 1,1498831081,51.5165167202212,-0.150973538405662,Boswells,[],Bond Street;Marble Arch;Oxford Circus,Cities of London and Westminster,W1U 2BE,3855,http://www.beerintheevening.com/pubs/s/38/3855/Boswells/Marylebone,
1648,"91 Bell Street, Marylebone, London, NW1 6TL",Church Street,,,,,1498831081,51.522171442496,-0.165764746775332,The Bell House,[],Marylebone;Edgware Road;Baker Street,Westminster North,NW1 6TL,45213,http://www.beerintheevening.com/pubs/s/45/45213/Bell_House/Marylebone,
1649,"126 Crawford Street, London, W1U 6BF",Marylebone High Street,,,Sky TV;Fruit machines;Food served;Wireless internet access,pub: 21;place: 10;pint: 9;good: 9;bar: 9;beer: 8;expensive: 7;pubs: 7;one: 6;london: 6;back: 6;bit: 5;ale: 5;staff: 5;like: 5,1498831081,51.5200429219465,-0.157331508039784,The Beehive,[],Baker Street;Marylebone;Marble Arch,Cities of London and Westminster,W1U 6BF,7076,http://www.beerintheevening.com/pubs/s/70/7076/Beehive/Marylebone,
1650,"7 Homer Street, London, W1H 4NX",Bryanston and Dorset Square,,,Quiz machines,pub: 29;one: 10;area: 9;place: 8;pride: 7;beer: 7;street: 6;good: 6;pubs: 6;nice: 6;back: 6;little: 5;better: 5;going: 5;like: 5,1498831081,51.5193162848103,-0.16489931523573,The Beehive,[],Edgware Road;Marylebone;Baker Street,Cities of London and Westminster,W1H 4NX,861,http://www.beerintheevening.com/pubs/s/86/861/Beehive/Marylebone,
1651,"43 Linhope Street, London, NW1 6HL",Bryanston and Dorset Square,,,Real ale;Outside seating,pub: 19;place: 13;great: 9;london: 8;bar: 8;friendly: 8;local: 7;pint: 7;one: 6;little: 6;go: 6;pride: 6;good: 6;back: 6;outside: 5,1498831082,51.52380860248,-0.161777990380093,The Swan and Edgar,[],Marylebone;Baker Street;Edgware Road,Cities of London and Westminster,NW1 6HL,7268,http://www.beerintheevening.com/pubs/s/72/7268/Swan_and_Edgar/Marylebone,
1652,"108 Baker Street, Marylebone, London, W1U 6EG",Marylebone High Street,,,,hotel: 2;drink: 2;serviceott: 1;area: 1;better: 1;rather: 1;pricy: 1;surpisingly: 1;would: 1;surprisingly: 1;cold: 1;sports: 1;well: 1;staying: 1;places: 1,1498831082,51.520995382078,-0.156139906362595,Sherlock's Bar and Grill,[],Baker Street;Marylebone;Regent's Park,Cities of London and Westminster,W1U 6EG,32716,http://www.beerintheevening.com/pubs/s/32/32716/Sherlocks_Bar_and_Grill/Marylebone,
