,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
2285,"70, High Rd, South Woodford, London, E18 2QL",Church End,36.0,5.2,"['TV', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale', 'Cocktails', 'Outside seating', 'Smoking area', 'Wireless internet access (provided by The Cloud)', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498831165,51.5933612593728,0.0226672486706919,The George,[],"[{'name': 'South Woodford', 'distance': '0.3 miles'}, {'name': 'Snaresbrook', 'distance': '0.9 miles'}]",Chingford and Woodford Green,E18 2QL,3907,http://www.beerintheevening.com/pubs/s/39/3907/George/South_Woodford,
2286,"184, George Lane, South Woodford, London, E18 1AY",Church End,16.0,3.6,['Food served'],1498831165,51.5938318677329,0.0245795168072593,The Hogshead,[],[],Chingford and Woodford Green,E18 1AY,3908,http://www.beerintheevening.com/pubs/s/39/3908/Hogshead/South_Woodford,
2287,"15 Merton High Street, South Wimbledon, Merton, London, SW19 1DF",Abbey,,,"['Live music (Open Mic Night on Thursday from 8.30pm', ')', 'TV (4 Plasmas)', 'Sky TV (2 boxes for dual Games)', 'Big screen (4 Big Screens including a 63in Plasma!)', 'Karaoke (Every Saturday Night from 8pm - sign up early!)', 'Fruit machines', 'Quiz machines', 'Food served (Great Menu from 6pm)', 'Sunday roast (Every Sunday from 12pm)', 'Real ale (Adnams Broadside and Greene King IPA)', 'Outside seating (Rear Courtyards Open)', 'Children allowed (Until 8pm and accompanied by an Adult)', 'Late licence', 'Credit cards accepted', 'Cash machine', 'Smoking area (Front & Rear Courtyard)', 'Function room for hire', 'Wireless internet access (FREE Wifi)', 'Air conditioning', 'Coach parties welcome', 'Disabled access', 'Disabled toilet']",1498831165,51.4158278658917,-0.186706946669287,The Nelson Arms,[],"[{'name': 'South Wimbledon', 'distance': '0.2 miles'}, {'name': 'Colliers Wood', 'distance': '0.4 miles'}]",Wimbledon,SW19 1DF,552,http://www.beerintheevening.com/pubs/s/55/552/Nelson_Arms/South_Wimbledon_Colliers_Wood,
2288,"25, Stamford St, London, SE1 9NT",Cathedrals,,,['Food served'],1498831165,51.5069380274734,-0.10690628718992,The Brunswick Arms,[],"[{'name': 'Southwark', 'distance': '0.2 miles'}, {'name': 'Blackfriars', 'distance': '0.4 miles'}, {'name': 'Waterloo', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 9NT,5316,http://www.beerintheevening.com/pubs/s/53/5316/Brunswick_Arms/Southwark,
2289,"234 Jamaica Road, Bermondsey, Southwark, London, SE16 4BD",Rotherhithe,,,[''],1498831166,51.4985909796589,-0.0594768533916704,The Boatman,[],"[{'name': 'Bermondsey', 'distance': '0.2 miles'}, {'name': 'Rotherithe', 'distance': '0.4 miles'}, {'name': 'Rotherhithe', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE16 4BD,32662,http://www.beerintheevening.com/pubs/s/32/32662/Boatman/Southwark,
2290,"10-20 Redcross Way, London, SE1 1TA",Cathedrals,13.0,8.5,"['Food served', 'Function room for hire']",1498831166,51.5040520835639,-0.0936253325122132,The Boot and Flogger,[],"[{'name': 'Borough', 'distance': '0.2 miles'}, {'name': 'London Bridge', 'distance': '0.3 miles'}, {'name': 'Southwark', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1TA,15133,http://www.beerintheevening.com/pubs/s/15/15133/Boot_and_Flogger/Southwark,
2291,"161 Great Dover Street, Southwark, London, 32717",,,,[''],1498831166,,,The Black Horse,[],"[{'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Elephant and Castle', 'distance': '0.5 miles'}, {'name': 'London Bridge', 'distance': '0.6 miles'}]",,,32589,http://www.beerintheevening.com/pubs/s/32/32589/Black_Horse/Southwark,
2292,"21 Bartholomew Street, Southwark, London, SE1 4AL",Chaucer,,,[''],1498831166,51.4953280237571,-0.0880250656933175,Beehive,[],"[{'name': 'Borough', 'distance': '0.5 miles'}, {'name': 'Elephant and Castle', 'distance': '0.6 miles'}, {'name': 'London Bridge', 'distance': '0.7 miles'}]",Bermondsey and Old Southwark,SE1 4AL,32587,http://www.beerintheevening.com/pubs/s/32/32587/Beehive/Southwark,
2293,"57 Webber St, London, SE1 0RF",Cathedrals,,,[''],1498831166,51.5009079099333,-0.103251561832181,The Bell,[],"[{'name': 'Southwark', 'distance': '0.2 miles'}, {'name': 'Lambeth North', 'distance': '0.4 miles'}, {'name': 'Borough', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE1 0RF,26266,http://www.beerintheevening.com/pubs/s/26/26266/Bell/Southwark,
2294,"242 Blackfriars Road, London, SE1 9UF",Cathedrals,,,['Live music'],1498831166,51.5065633264389,-0.103751619725569,Bar 242,[],"[{'name': 'Southwark', 'distance': '0.3 miles'}, {'name': 'Blackfriars', 'distance': '0.3 miles'}, {'name': 'Temple', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 9UF,25863,http://www.beerintheevening.com/pubs/s/25/25863/Bar_242/Southwark,
2295,"20 Albion Street, Roterhithe, Southwark, London, SE16 7JQ",Rotherhithe,,,[''],1498831166,51.4994796230609,-0.052869127425857,The Albion,[],"[{'name': 'Rotherithe', 'distance': '0.1 miles'}, {'name': 'Rotherhithe', 'distance': '0.1 miles'}, {'name': 'Canada Water', 'distance': '0.2 miles'}]",Bermondsey and Old Southwark,SE16 7JQ,32663,http://www.beerintheevening.com/pubs/s/32/32663/Albion/Southwark,
2296,"34 Park Street, Bankside, Southwark, London, SE1 9EF",Cathedrals,,,"['Food served', 'Riverside location', 'Outside seating', 'Accommodation available']",1498831166,51.5069995015566,-0.0929403134472509,The Anchor,[],"[{'name': 'London Bridge', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.3 miles'}, {'name': 'Mansion House', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE1 9EF,1638,http://www.beerintheevening.com/pubs/s/16/1638/Anchor/Southwark,
2297,"Southwark Street, Southwark, London, SE1 0TF",,,,[''],1498831167,,,The Refinery,[],"[{'name': 'Borough', 'distance': '0.4 miles'}, {'name': 'Southwark', 'distance': '0.4 miles'}, {'name': 'London Bridge', 'distance': '0.5 miles'}]",,SE1 0TF,42611,http://www.beerintheevening.com/pubs/s/42/42611/Refinery/Southwark,
2298,"Hop Exchange, 24 Southwark Street, Southwalk, London, SE1 1TY",Cathedrals,,,[''],1498831167,51.504891295086,-0.0910398270493438,Katzenjammers,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1TY,39495,http://www.beerintheevening.com/pubs/s/39/39495/Katzenjammers/Southwalk,
2299,"218, Blackfriars Rd, London, SE1 8NL",Cathedrals,,,"['Food served', 'Real ale', 'Outside seating']",1498831167,51.5053723093903,-0.104060439313505,The Prince William Henry,[],"[{'name': 'Southwark', 'distance': '0.1 miles'}, {'name': 'Blackfriars', 'distance': '0.5 miles'}, {'name': 'Waterloo', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 8NL,5329,http://www.beerintheevening.com/pubs/s/53/5329/Prince_William_Henry/Southwark,
2300,"78 Spa Road, Bermondsey, Southwark, London, SE16 3QT",Grange,,,[''],1498831167,51.4956540343178,-0.0727836515215933,The Queens Arms,[],"[{'name': 'Bermondsey', 'distance': '0.4 miles'}, {'name': 'London Bridge', 'distance': '1 mile'}]",Bermondsey and Old Southwark,SE16 3QT,32659,http://www.beerintheevening.com/pubs/s/32/32659/Queens_Arms/Southwark,
2301,"72 Blackfriars Road, Southwark, London, SE1 8HA",Cathedrals,,,"['TV', 'Food served']",1498831167,51.5031592431528,-0.105117693260918,The Ring,[],"[{'name': 'Southwark', 'distance': '0.1 miles'}, {'name': 'Lambeth North', 'distance': '0.4 miles'}, {'name': 'Waterloo', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE1 8HA,2766,http://www.beerintheevening.com/pubs/s/27/2766/Ring/Southwark,
2302,"76 Colombo Street, London, SE1 8DP",Cathedrals,,,"['TV', 'Sky TV', 'Big screen', 'Food served (English)', 'Real ale', 'Outside seating']",1498831168,51.5056948422714,-0.105098960678133,The Prince Albert,[],"[{'name': 'Southwark', 'distance': '0.1 miles'}, {'name': 'Waterloo', 'distance': '0.5 miles'}, {'name': 'Blackfriars', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 8DP,7517,http://www.beerintheevening.com/pubs/s/75/7517/Prince_Albert/Southwark,
2303,"51 St Georges Road, London, SE1 6ER",Cathedrals,8.0,8.1,"['Food served', 'Outside seating']",1498831168,51.4958503036963,-0.104686085598161,The Prince Of Wales,[],"[{'name': 'Elephant and Castle', 'distance': '0.2 miles'}, {'name': 'Lambeth North', 'distance': '0.4 miles'}, {'name': 'Kennington', 'distance': '0.6 miles'}]",Bermondsey and Old Southwark,SE1 6ER,31730,http://www.beerintheevening.com/pubs/s/31/31730/Prince_Of_Wales/Southwark,
2304,"24, Blackfriars Rd, London, SE1 8NY",Cathedrals,,,"['Sky TV', 'Big screen']",1498831168,51.5062458129686,-0.10524902102915,The Paper Moon,[],"[{'name': 'Southwark', 'distance': '0.2 miles'}, {'name': 'Blackfriars', 'distance': '0.4 miles'}, {'name': 'Waterloo', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 8NY,1149,http://www.beerintheevening.com/pubs/s/11/1149/Paper_Moon/Southwark,
2305,"3-7 Stamford Street, South Bank, London, SE1 9NT",Cathedrals,,,"['Sky TV', 'Big screen', 'Fruit machines', 'Food served', 'Sunday roast', 'Real ale', 'Dogs allowed', 'Children allowed', 'Credit cards accepted', 'Smoking area', 'Accommodation available', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498831168,51.5069380274734,-0.10690628718992,The Mad Hatter Hotel,[],"[{'name': 'Southwark', 'distance': '0.2 miles'}, {'name': 'Blackfriars', 'distance': '0.4 miles'}, {'name': 'Waterloo', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 9NT,1148,http://www.beerintheevening.com/pubs/s/11/1148/Mad_Hatter_Hotel/Southwark,
2306,"35 St Georges Rd, London, SE1 6EW",Cathedrals,3.0,5.3,"['Pool table', 'Food served']",1498831168,51.4954311506582,-0.103234011219788,The Lye Torng Thai Bar,[],"[{'name': 'Elephant and Castle', 'distance': '0.2 miles'}, {'name': 'Lambeth North', 'distance': '0.5 miles'}, {'name': 'Kennington', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 6EW,30904,http://www.beerintheevening.com/pubs/s/30/30904/Lye_Torng_Thai_Bar/Southwark,
2307,"24 Southwark Street, Southwark, London, SE1 1TY",Cathedrals,,,[''],1498831168,51.504891295086,-0.0910398270493438,Katzenjammers Bierkeller and Restaurant,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.3 miles'}, {'name': 'Cannon Street', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 1TY,39769,http://www.beerintheevening.com/pubs/s/39/39769/Katzenjammers_Bierkeller_and_Restaurant/Southwark,
2308,"243, Union St, London, SE1 0LR",Cathedrals,,,"['TV', 'Pool table', 'Fruit machines', 'Food served', 'Outside seating']",1498831168,51.5033483166651,-0.101795784368411,The Lord Nelson,[],"[{'name': 'Southwark', 'distance': '0.1 miles'}, {'name': 'Borough', 'distance': '0.4 miles'}, {'name': 'Lambeth North', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 0LR,21775,http://www.beerintheevening.com/pubs/s/21/21775/Lord_Nelson/Southwark,
2309,"173, Blackfriars Road, London, SE1 8ER",Cathedrals,,,[''],1498831168,51.5021239810631,-0.10393590696085,Imbibe,[],"[{'name': 'Southwark', 'distance': '0.1 miles'}, {'name': 'Lambeth North', 'distance': '0.4 miles'}, {'name': 'Borough', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 8ER,3101,http://www.beerintheevening.com/pubs/s/31/3101/Imbibe/Southwark,
2310,"Hay's Galleria, Tooley St, London, SE1 2HU",Riverside,,,"['Quiz machines (multi)', 'Real ale']",1498831168,51.5057178019167,-0.082172100329841,The Horniman at Hays,[],"[{'name': 'London Bridge', 'distance': '0.2 miles'}, {'name': 'Tower Hill', 'distance': '0.4 miles'}, {'name': 'Monument', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE1 2HU,1097,http://www.beerintheevening.com/pubs/s/10/1097/Horniman_at_Hays/Southwark,
2311,"18-20, Broadway, Westminster, London, SW1H 0BH",St James's,,,"['Sky TV', 'Big screen', 'Karaoke', 'Quiz machines (Multi)', 'Food served (restaurant upstairs)', 'Real ale', 'Late licence']",1498831169,51.4993425807989,-0.132909945511782,The Feathers,[],"[{'name': ""St James's Park"", 'distance': '0 miles'}, {'name': 'Westminster', 'distance': '0.4 miles'}, {'name': 'Victoria', 'distance': '0.6 miles'}]",Cities of London and Westminster,SW1H 0BH,1195,http://www.beerintheevening.com/pubs/s/11/1195/Feathers/St_James_s,
2312,"16 Duke Street, St James's, London, London, SW1Y 6DB",St James's,,,[''],1498831169,51.5075035890314,-0.13773520619834,The Chequers,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Green Park', 'distance': '0.2 miles'}, {'name': 'Leicester Square', 'distance': '0.5 miles'}]",Cities of London and Westminster,SW1Y 6DB,32063,http://www.beerintheevening.com/pubs/s/32/32063/Chequers/St_James_s,
2313,"52, Stamford St, London, SE1 9LX",Cathedrals,,,"['Sky TV', 'Big screen', 'Real ale']",1498831169,51.5072487608431,-0.107772429979434,The Hogshead,[],"[{'name': 'Southwark', 'distance': '0.3 miles'}, {'name': 'Blackfriars', 'distance': '0.4 miles'}, {'name': 'Waterloo', 'distance': '0.4 miles'}]",Bermondsey and Old Southwark,SE1 9LX,1147,http://www.beerintheevening.com/pubs/s/11/1147/Hogshead/Southwark,
2314,"97-99 Isabella St, Southwark, London, London, SE1 8DD",Cathedrals,,,"['Food served', 'Outside seating', 'Smoking area']",1498831169,51.5041992943188,-0.10603996741296,EV Bar,[],"[{'name': 'Southwark', 'distance': '0 miles'}, {'name': 'Waterloo', 'distance': '0.4 miles'}, {'name': 'Lambeth North', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 8DD,31769,http://www.beerintheevening.com/pubs/s/31/31769/EV_Bar/Southwark,
2315,"6 Bennet Street, St James's, London, SW1A 1RP",St James's,,,"['Food served', 'Real ale']",1498831169,51.5070050646012,-0.140320525206341,The Blue Posts,[],"[{'name': 'Green Park', 'distance': '0.1 miles'}, {'name': 'Piccadilly Circus', 'distance': '0.4 miles'}, {'name': 'Oxford Circus', 'distance': '0.6 miles'}]",Cities of London and Westminster,SW1A 1RP,19740,http://www.beerintheevening.com/pubs/s/19/19740/Blue_Posts/St_James_s,
2316,"52 Victoria St, London, SW1H 0NP",St James's,,,['Food served'],1498831169,51.4977931717307,-0.13556655467274,The Albert,[],"[{'name': ""St James's Park"", 'distance': '0.2 miles'}, {'name': 'Victoria', 'distance': '0.4 miles'}, {'name': 'Westminster', 'distance': '0.5 miles'}]",Cities of London and Westminster,SW1H 0NP,187,http://www.beerintheevening.com/pubs/s/18/187/Albert/St_James_s,
2317,"32a, Duke St, London, SW1Y 6DF",St James's,10.0,5.2,"['TV', 'Pool table', 'Real ale']",1498831169,51.507466201237,-0.138212267811308,Walkers of St James,[],"[{'name': 'Green Park', 'distance': '0.2 miles'}, {'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Leicester Square', 'distance': '0.5 miles'}]",Cities of London and Westminster,SW1Y 6DF,7950,http://www.beerintheevening.com/pubs/s/79/7950/Walkers_of_St_James/St_James,
2318,"2 Duke of York St, London, SW1Y 6JP",St James's,67.0,7.3,['Real ale'],1498831170,51.5082934041977,-0.13650693152052,The Red Lion,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Green Park', 'distance': '0.3 miles'}, {'name': 'Leicester Square', 'distance': '0.4 miles'}]",Cities of London and Westminster,SW1Y 6JP,6746,http://www.beerintheevening.com/pubs/s/67/6746/Red_Lion/St_James,
2319,"15, St. Giles High Street, St Giles, London, WC2H 8LN",,55.0,6.0,[''],1498831170,,,The Intrepid Fox,[],"[{'name': 'Tottenham Court Road', 'distance': '0.1 miles'}, {'name': 'Covent Garden', 'distance': '0.3 miles'}, {'name': 'Leicester Square', 'distance': '0.4 miles'}]",,WC2H 8LN,3517,http://www.beerintheevening.com/pubs/s/35/3517/Intrepid_Fox/St_Giles,
2320,"1 Barnet Road, London Colney, St. Albans, Hertfordshire, AL2 1BL",London Colney,,,[''],1498831170,51.7190123715867,-0.286585363150195,The Colney Fox,[],[],St Albans,AL2 1BL,30278,http://www.beerintheevening.com/pubs/s/30/30278/Colney_Fox/St_Albans,
2321,"45 Mile End Road, London, E1 4TT",Bethnal Green,4.0,6.2,[''],1498831170,51.520916715199,-0.0527909216421597,Forty Fives / Three Cranes,[],"[{'name': 'Stepney Green', 'distance': '0.3 miles'}, {'name': 'Whitechapel', 'distance': '0.4 miles'}, {'name': 'Bethnal Green', 'distance': '0.5 miles'}]",Bethnal Green and Bow,E1 4TT,21094,http://www.beerintheevening.com/pubs/s/21/21094/Forty_Fives_Three_Cranes/Spitalfields,
2322,"22 Great Suffolk Street, Southwark, London, SE1 0UG",Cathedrals,,,[''],1498831170,51.5053192894256,-0.101339224886301,White Hart,[],"[{'name': 'Southwark', 'distance': '0.2 miles'}, {'name': 'Borough', 'distance': '0.4 miles'}, {'name': 'Blackfriars', 'distance': '0.5 miles'}]",Bermondsey and Old Southwark,SE1 0UG,38940,http://www.beerintheevening.com/pubs/s/38/38940/White_Hart/Southwark,
2323,"328 Grays Inn Road, St Pancras, London, London, WC1X 8BZ",King's Cross,23.0,5.3,[''],1498831171,51.5290632304578,-0.119425356397806,The Water Rats,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.2 miles'}, {'name': 'Russell Square', 'distance': '0.5 miles'}, {'name': 'Euston', 'distance': '0.7 miles'}]",Holborn and St Pancras,WC1X 8BZ,29851,http://www.beerintheevening.com/pubs/s/29/29851/Water_Rats/St_Pancras,
2324,"28 Harrison Street, Kings Cross, London, WC1H 8JG",King's Cross,,,"['Food served', 'Credit cards accepted']",1498831171,51.5276597293378,-0.119944520873298,The Harrison,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.3 miles'}, {'name': 'Russell Square', 'distance': '0.4 miles'}, {'name': 'Euston', 'distance': '0.6 miles'}]",Holborn and St Pancras,WC1H 8JG,4314,http://www.beerintheevening.com/pubs/s/43/4314/Harrison/St_Pancras_Kings_Cross,
2325,"116, Cromer St, London, WC1H 8BS",King's Cross,27.0,4.8,"['Food served', 'Sunday roast']",1498831171,51.5276478204352,-0.124255581220081,The Boot,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.2 miles'}, {'name': 'Russell Square', 'distance': '0.3 miles'}, {'name': 'Euston', 'distance': '0.4 miles'}]",Holborn and St Pancras,WC1H 8BS,17614,http://www.beerintheevening.com/pubs/s/17/17614/Boot/St_Pancras,
2326,"66 Acton Street, kings cross, London, WC1X 9NB",King's Cross,54.0,7.4,"['TV', 'Quiz machines', 'Food served', 'Real ale', 'Children allowed (Before 7pm)', 'Late licence (When we feel like it)', 'Credit cards accepted', 'Smoking area', 'Wireless internet access', 'Disabled access']",1498831171,51.5285306611004,-0.118178614106326,The Queens Head,[],"[{'name': ""King's Cross St. Pancras"", 'distance': '0.3 miles'}, {'name': 'Russell Square', 'distance': '0.5 miles'}, {'name': 'Angel', 'distance': '0.6 miles'}]",Holborn and St Pancras,WC1X 9NB,29159,http://www.beerintheevening.com/pubs/s/29/29159/Queens_Head/St_Pancras,http://www.queensheadlondon.com
2327,"1 Orchardson Street, St Johns Wood, London, NW8 8NL",Church Street,,,[''],1498831171,51.5246497895054,-0.175914637206218,The Richmond Arms,[],"[{'name': 'Warwick Avenue', 'distance': '0.4 miles'}, {'name': 'Edgware Road', 'distance': '0.4 miles'}, {'name': 'Paddington', 'distance': '0.5 miles'}]",Westminster North,NW8 8NL,37846,http://www.beerintheevening.com/pubs/s/37/37846/Richmond_Arms/St_Johns_Wood,
2328,"2 St Anns Terrace, St Johns Wood, London, NW8 6PJ",Abbey Road,,,[''],1498831172,51.5345203597892,-0.171670281390142,Duke of York,[],"[{'name': 'St. Johns Wood', 'distance': '0.1 miles'}, {'name': 'Swiss Cottage', 'distance': '0.7 miles'}, {'name': 'Maida Vale', 'distance': '0.7 miles'}]",Westminster North,NW8 6PJ,39989,http://www.beerintheevening.com/pubs/s/39/39989/Duke_of_York/St_Johns_Wood,
2329,"60 St Johns Wood High Street, London, NW8 7SH",Regent's Park,6.0,2.3,['Real ale'],1498831172,51.5328966567798,-0.169615865228819,All Bar One,[],"[{'name': 'St. Johns Wood', 'distance': '0.2 miles'}, {'name': 'Maida Vale', 'distance': '0.8 miles'}, {'name': 'Swiss Cottage', 'distance': '0.8 miles'}]",Westminster North,NW8 7SH,12842,http://www.beerintheevening.com/pubs/s/12/12842/All_Bar_One/St_Johns_Wood,
2330,"2 Allisten Rd, London, NW8 6LA",Abbey Road,,,"['Quiz night (once a month)', 'TV', 'Karaoke', 'Food served (Thai or English)', 'Outside seating']",1498831172,51.5354609546692,-0.166254302152542,The New Inn,[],"[{'name': 'St. Johns Wood', 'distance': '0.4 miles'}, {'name': 'Swiss Cottage', 'distance': '0.7 miles'}, {'name': 'Chalk Farm', 'distance': '0.9 miles'}]",Westminster North,NW8 6LA,14346,http://www.beerintheevening.com/pubs/s/14/14346/New_Inn/St_Johns_Wood,
2331,"135 Cambridge Heath Road, Stepney, London, E1 5RN",St Peter's,,,[''],1498831172,51.5230175856019,-0.0552960523229062,Carpenters Arms,[],"[{'name': 'Bethnal Green', 'distance': '0.3 miles'}, {'name': 'Whitechapel', 'distance': '0.4 miles'}, {'name': 'Stepney Green', 'distance': '0.4 miles'}]",Bethnal Green and Bow,E1 5RN,31878,http://www.beerintheevening.com/pubs/s/31/31878/Carpenters_Arms/Stepney,
2332,"151 St John's Hill, St Johns Hill, London, SW11 1TQ",Fairfield,,,[''],1498831172,51.4601550288866,-0.177033273528118,Churchills,[],[],Battersea,SW11 1TQ,38053,http://www.beerintheevening.com/pubs/s/38/38053/Churchills/St_Johns_Hill,
2333,"Bancroft Road, Stepney, London, E1 4BS",Bethnal Green,,,[''],1498831172,51.5260016286521,-0.0465479981935266,Carlton Arms,[],"[{'name': 'Stepney Green', 'distance': '0.3 miles'}, {'name': 'Bethnal Green', 'distance': '0.4 miles'}, {'name': 'Mile End', 'distance': '0.6 miles'}]",Bethnal Green and Bow,E1 4BS,45524,http://www.beerintheevening.com/pubs/s/45/45524/Carlton_Arms/Stepney,
2334,"168, Mile End Rd, London, E1 4LJ",St Dunstan's,6.0,3.7,[''],1498831172,51.521398792636,-0.0477107690568916,The Black Horse,[],"[{'name': 'Stepney Green', 'distance': '0.1 miles'}, {'name': 'Bethnal Green', 'distance': '0.5 miles'}, {'name': 'Whitechapel', 'distance': '0.6 miles'}]",Bethnal Green and Bow,E1 4LJ,3371,http://www.beerintheevening.com/pubs/s/33/3371/Black_Horse/Stepney,
2335,"Airside, London Stansted Airport, Stansted, Essex, CM24 1RW",Takeley,,,[''],1498831173,51.8899380116956,0.261740674888142,Est Bar Est,[],[],Saffron Walden,CM24 1RW,32128,http://www.beerintheevening.com/pubs/s/32/32128/Est_Bar_Est/Stansted,
2336,"320 Goldhawk Road, Stamford Brook, Hammersmith, London, W6 0XF",Ravenscourt Park,4.0,5.8,"['Live music', 'Food served']",1498831174,51.4972684499282,-0.24430247111373,Pacific Bar,[],"[{'name': 'Stamford Brook', 'distance': '0.2 miles'}, {'name': 'Ravenscourt Park', 'distance': '0.5 miles'}, {'name': 'Turnham Green', 'distance': '0.5 miles'}]",Hammersmith,W6 0XF,21711,http://www.beerintheevening.com/pubs/s/21/21711/Pacific_Bar/Stamford_Brook,
2337,"375 Goldhawk Road, Stamford Brook, Hammersmith, London, W6 0SA",Ravenscourt Park,,,"['Food served', 'Sunday roast', 'Outside seating (Courtyard)']",1498831174,51.4941905663389,-0.244737656699378,The Raven,[],"[{'name': 'Stamford Brook', 'distance': '0.1 miles'}, {'name': 'Ravenscourt Park', 'distance': '0.4 miles'}, {'name': 'Turnham Green', 'distance': '0.5 miles'}]",Hammersmith,W6 0SA,988,http://www.beerintheevening.com/pubs/s/98/988/Raven/Stamford_Brook,
2338,"Stamford Brook Road, Stamford Brook, Hammersmith, London, W6 0XF",Ravenscourt Park,,,[''],1498831174,51.4972684499282,-0.24430247111373,The Brook,[],"[{'name': 'Stamford Brook', 'distance': '0.2 miles'}, {'name': 'Ravenscourt Park', 'distance': '0.5 miles'}, {'name': 'Turnham Green', 'distance': '0.5 miles'}]",Hammersmith,W6 0XF,40184,http://www.beerintheevening.com/pubs/s/40/40184/Brook/Stamford_Brook,
2339,"Stamford Brook Road, Stamford Brook, Hammersmith, London, W6 0XF",Ravenscourt Park,,,"['Food served', 'Real ale']",1498831174,51.4972684499282,-0.24430247111373,The Duchess of Cambridge,[],"[{'name': 'Stamford Brook', 'distance': '0.2 miles'}, {'name': 'Ravenscourt Park', 'distance': '0.5 miles'}, {'name': 'Turnham Green', 'distance': '0.5 miles'}]",Hammersmith,W6 0XF,42519,http://www.beerintheevening.com/pubs/s/42/42519/Duchess_of_Cambridge/Stamford_Brook,
2340,"126, Newgate St, London, EC1A 7AA",Farringdon Within,,,"['Food served', 'Real ale']",1498831175,51.516249319543,-0.101590975102598,The Viaduct Tavern,[],"[{'name': 'St. Pauls', 'distance': '0.2 miles'}, {'name': 'Blackfriars', 'distance': '0.3 miles'}, {'name': 'Farringdon', 'distance': '0.3 miles'}]",Cities of London and Westminster,EC1A 7AA,5472,http://www.beerintheevening.com/pubs/s/54/5472/Viaduct_Tavern/St_Pauls,
2341,"42, Ludgate Hill, London, EC4M 7DE",Farringdon Within,30.0,5.4,"['Food served', 'Wireless internet access (provided by The Cloud)']",1498831175,51.5139778329111,-0.101815127025069,Ye Olde London,[],"[{'name': 'Blackfriars', 'distance': '0.2 miles'}, {'name': 'St. Pauls', 'distance': '0.2 miles'}, {'name': 'Mansion House', 'distance': '0.4 miles'}]",Cities of London and Westminster,EC4M 7DE,7356,http://www.beerintheevening.com/pubs/s/73/7356/Ye_Olde_London/St_Pauls,
2342,"2 Old Change Court, Peter's Hill, Peter's Hill, St Pauls, London, EC4M 8EN",Bread Street,8.0,4.9,"['Live music', 'TV', 'Sky TV', 'Big screen', 'Jukebox', 'Pool table', 'Fruit machines', 'Quiz machines', 'Bar billiards', 'Food served', 'Real ale', 'Cocktails', 'Riverside location', 'Outside seating', 'Late licence (Available for hire at weekend holds upto 320 people)', 'Credit cards accepted', 'Smoking area', 'Function room for hire', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498831175,51.5125132778781,-0.0974515599762733,The Mustard Bar and Lounge,[],"[{'name': 'St. Pauls', 'distance': '0.2 miles'}, {'name': 'Mansion House', 'distance': '0.2 miles'}, {'name': 'Blackfriars', 'distance': '0.3 miles'}]",Cities of London and Westminster,EC4M 8EN,8461,http://www.beerintheevening.com/pubs/s/84/8461/Mustard_Bar_and_Lounge/St_Pauls,
