,address,admin_ward,bite_number_ratings,bite_user_rating,facilities,last_scraped,latitude,longitude,name,nearby_train_stations,nearby_tube_stations,parliamentary_constituency,postcode,source_pub_id,source_url,website
1946,"7 Oxendon Street, London, SW1Y 4EE",,,,"['Sky TV', 'Big screen', 'Pool table (2 American pool tables)', 'Food served', 'Real ale', 'Late licence (downstairs Weds-Sat)', 'Function room for hire']",1498831117,,,The Comedy,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Charing Cross', 'distance': '0.4 miles'}]",,SW1Y 4EE,1710,http://www.beerintheevening.com/pubs/s/17/1710/Comedy/Piccadilly,
1947,"4-7 Norris Street, London, SW1Y 4RJ",,,,"['Fruit machines', 'Quiz machines (itbox)', 'Food served', 'Real ale', 'Credit cards accepted', 'Function room for hire']",1498831118,,,The Captains Cabin,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Charing Cross', 'distance': '0.4 miles'}]",,SW1Y 4RJ,20414,http://www.beerintheevening.com/pubs/s/20/20414/Captains_Cabin/Piccadilly,
1948,"Regent Palace Hotel, Glasshouse Street, London, W1B 5DN",,16.0,3.2,[''],1498831118,,,Callaghan's Irish Bar,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.4 miles'}, {'name': 'Oxford Circus', 'distance': '0.4 miles'}]",,W1B 5DN,25730,http://www.beerintheevening.com/pubs/s/25/25730/Callaghans_Irish_Bar/Piccadilly,
1949,"2, Oakfield Road, Penge, London, SE20 8QT",,6.0,5.8,"['Sky TV', 'Big screen', 'Pool table', 'Dartboard', 'Outside seating']",1498831118,,,The Royal Oak,[],[],,SE20 8QT,14977,http://www.beerintheevening.com/pubs/s/14/14977/Royal_Oak/Penge,
1950,"28 Rupert Street, Piccadilly, London, W1D 6DJ",,,,"['Food served', 'Sunday roast', 'Real ale']",1498831118,,,The Blue Posts,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Tottenham Court Road', 'distance': '0.4 miles'}]",,W1D 6DJ,3871,http://www.beerintheevening.com/pubs/s/38/3871/Blue_Posts/Piccadilly,
1951,"156, High St, London, SE20 7EU",,23.0,3.8,['TV'],1498831118,,,The Pawleyne Arms,[],[],,SE20 7EU,2499,http://www.beerintheevening.com/pubs/s/24/2499/Pawleyne_Arms/Penge,
1952,"52-54, Maple Rd, Penge, London, SE20 8HE",,13.0,6.1,[''],1498831118,,,The Maple Tree,[],[],,SE20 8HE,14522,http://www.beerintheevening.com/pubs/s/14/14522/Maple_Tree/Penge,
1953,"164-166 High Street, Penge, London, SE20 7QS",,38.0,5.8,"['Real ale', 'Wireless internet access (provided by The Cloud)']",1498831118,,,The Moon and Stars,[],[],,SE20 7QS,3212,http://www.beerintheevening.com/pubs/s/32/3212/Moon_and_Stars/Penge,
1954,"Thesiger Rd, Penge, London, SE20 7NQ",,17.0,4.1,[''],1498831119,,,The Kent House Tavern,[],[],,SE20 7NQ,14953,http://www.beerintheevening.com/pubs/s/14/14953/Kent_House_Tavern/Penge,
1955,"1 Witham Road, Penge, London, SE20 7YA",,14.0,3.9,['Wireless internet access (provided by The Cloud)'],1498831119,,,Grace's,[],[],,SE20 7YA,8829,http://www.beerintheevening.com/pubs/s/88/8829/Graces/Penge,
1956,"Station Road, Penge, London, SE20 7BE",,12.0,5.6,[''],1498831119,,,The Hollywood East,[],[],,SE20 7BE,29537,http://www.beerintheevening.com/pubs/s/29/29537/Hollywood_East/Penge,
1957,"3 Croydon Road, Penge, London, SE20 7TJ",,15.0,6.9,"['TV', 'Big screen', 'Outside seating']",1498831119,,,The Goldsmiths,[],[],,SE20 7TJ,25486,http://www.beerintheevening.com/pubs/s/25/25486/Goldsmiths/Penge,
1958,"163, Parish Lane, Penge, London, SE20 7JH",,15.0,5.8,"['Live music', 'Karaoke', 'Pool table', 'Dartboard']",1498831119,,,The Alexandra,[],[],,SE20 7JH,4071,http://www.beerintheevening.com/pubs/s/40/4071/Alexandra/Penge,
1959,"2 High Street, Penge, London, SE20 8RZ",,61.0,5.0,"['Live music', 'Karaoke']",1498831119,,,The Bridge House Tavern,[],[],,SE20 8RZ,20686,http://www.beerintheevening.com/pubs/s/20/20686/Bridge_House_Tavern/Penge,
1960,"20 Peckham Rye, London, SE15 4JR",,17.0,8.2,"['Sunday roast', 'Function room for hire']",1498831119,,,The White Horse,[],[],,SE15 4JR,17980,http://www.beerintheevening.com/pubs/s/17/17980/White_Horse/Peckham_Rye,
1961,"Strakers Road, Peckham Rye Common, London, SE15 3UA",,,,[''],1498831119,,,Cafe on the Rye,[],[],,SE15 3UA,39429,http://www.beerintheevening.com/pubs/s/39/39429/Cafe_on_the_Rye/Peckham_Rye_Common,
1962,"51 Hugh Street, Pimlico, London, SW1V 4HP",,,,"['Quiz night (Advertised as and when)', 'Live music (See Website)', 'TV (All Digital Channels)', 'Sky TV (Full Sky HD Package and BT Sport 1&2)', 'Big screen', 'Dartboard (For general use or Hire Area)', 'Fruit machines (1)', 'Food served (Specialising in Burgers)', 'Sunday roast (With all the trimmings)', 'Real ale', 'Outside seating', 'Dogs allowed', 'Children allowed', 'Credit cards accepted', 'Cash machine', 'Smoking area (Outside Front Area)', 'Function room for hire (Cellar Bar / Restaurant)', 'Wireless internet access', 'Air conditioning (In Restaurant)', 'Coach parties welcome', 'Disabled toilet']",1498831119,,,The Greyhound,[],"[{'name': 'Victoria', 'distance': '0.4 miles'}, {'name': 'Sloane Square', 'distance': '0.5 miles'}, {'name': 'Pimlico', 'distance': '0.6 miles'}]",,SW1V 4HP,42752,http://www.beerintheevening.com/pubs/s/42/42752/Greyhound/Pimlico,http://www.thegreyhoundsw1.com
1963,"Lupus Street, Pimlico, London, SW1V 3AS",Tachbrook,,,['Food served'],1498831120,51.4886754978074,-0.134483692942998,The Gallery,[],"[{'name': 'Pimlico', 'distance': '0.1 miles'}, {'name': 'Vauxhall', 'distance': '0.5 miles'}, {'name': 'Victoria', 'distance': '0.8 miles'}]",Cities of London and Westminster,SW1V 3AS,610,http://www.beerintheevening.com/pubs/s/61/610/Gallery/Pimlico,
1964,"42 Churton Street, London, SW1V 2LP",,,,['TV'],1498831120,,,The Constitution,[],"[{'name': 'Pimlico', 'distance': '0.3 miles'}, {'name': 'Victoria', 'distance': '0.5 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 2LP,4398,http://www.beerintheevening.com/pubs/s/43/4398/Constitution/Pimlico,
1965,"52 Cambridge Street, London, SW1V 4QQ",,,,['Outside seating'],1498831120,,,The Clarendon,[],"[{'name': 'Victoria', 'distance': '0.5 miles'}, {'name': 'Pimlico', 'distance': '0.5 miles'}, {'name': 'Sloane Square', 'distance': '0.6 miles'}]",,SW1V 4QQ,1740,http://www.beerintheevening.com/pubs/s/17/1740/Clarendon/Pimlico,
1966,"6 Charlwood Street, Pimlico, London, SW1V 2EE",,,,[''],1498831120,,,CASK Pub and Kitchen,[],"[{'name': 'Pimlico', 'distance': '0.2 miles'}, {'name': 'Victoria', 'distance': '0.5 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 2EE,41995,http://www.beerintheevening.com/pubs/s/41/41995/CASK_Pub_and_Kitchen/Pimlico,
1967,"6 Charlwood Street, London, SW1V 2EE",,,,"['Pool table (1)', 'Food served', 'Real ale']",1498831120,,,The Cask,[],"[{'name': 'Pimlico', 'distance': '0.2 miles'}, {'name': 'Victoria', 'distance': '0.5 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 2EE,1756,http://www.beerintheevening.com/pubs/s/17/1756/Cask/Pimlico,
1968,"10 Wardour Street, London, W1D 6QF",,10.0,1.9,[''],1498831121,,,Sound Bar,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.4 miles'}]",,W1D 6QF,27791,http://www.beerintheevening.com/pubs/s/27/27791/Sound_Bar/Piccadilly_Circus,
1969,"20 Wardour St, London, W1D 6QG",,,,[''],1498831121,,,Waxy's Little Sister,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.4 miles'}]",,W1D 6QG,133,http://www.beerintheevening.com/pubs/s/13/133/Waxys_Little_Sister/Piccadilly_Circus,
1970,"28-29 Haymarket, London, SW1Y 4SP",,,,['Late licence (open until 3am every day except Sundays)'],1498831121,,,Tiger Tiger,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Charing Cross', 'distance': '0.4 miles'}]",,SW1Y 4SP,669,http://www.beerintheevening.com/pubs/s/66/669/Tiger_Tiger/Piccadilly_Circus,
1971,"4-6 Glasshouse Street, London, W1R 5RP",,17.0,2.6,[''],1498831121,,,Jewel/Bar Blanca,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Oxford Circus', 'distance': '0.5 miles'}]",,,1356,http://www.beerintheevening.com/pubs/s/13/1356/Jewel_Bar_Blanca/Piccadilly_Circus,
1972,"44 Glasshouse St, London, W1B 5DP",,,,"['Real ale', 'Wireless internet access (provided by The Cloud)']",1498831121,,,The Leicester Arms,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Oxford Circus', 'distance': '0.4 miles'}, {'name': 'Green Park', 'distance': '0.4 miles'}]",,W1B 5DP,1179,http://www.beerintheevening.com/pubs/s/11/1179/Leicester_Arms/Piccadilly_Circus,
1973,"London Pavilion, Piccadilly Circus, London, W1J 0DA",,,,['Late licence (Open until 3am)'],1498831121,,,On Anon,[],"[{'name': 'Piccadilly Circus', 'distance': '0 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Charing Cross', 'distance': '0.5 miles'}]",,W1J 0DA,766,http://www.beerintheevening.com/pubs/s/76/766/On_Anon/Piccadilly_Circus,
1974,"55, Brewer St, London, W1F 9UN",,,,"['Fruit machines', 'Bar billiards', 'Food served', 'Function room for hire']",1498831121,,,The Glasshouse Stores,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Oxford Circus', 'distance': '0.4 miles'}]",,W1F 9UN,3372,http://www.beerintheevening.com/pubs/s/33/3372/Glasshouse_Stores/Piccadilly_Circus,
1975,"36, Panton St, London, SW1Y 4EA",,,,"['TV', 'Real ale', 'Air conditioning']",1498831121,,,The Tom Cribb,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Charing Cross', 'distance': '0.4 miles'}]",,SW1Y 4EA,635,http://www.beerintheevening.com/pubs/s/63/635/Tom_Cribb/Piccadilly,
1976,"14-16 Rupert Street, London, W1D 6DD",,,,[''],1498831122,,,Waxy O'Connors,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.2 miles'}, {'name': 'Covent Garden', 'distance': '0.4 miles'}]",,W1D 6DD,395,http://www.beerintheevening.com/pubs/s/39/395/Waxy_OConnors/Piccadilly,
1977,"Fifth Floor, Waterstones, London, W1J 9LE",,2.0,5.0,[''],1498831122,,,The Studio Lounge,[],"[{'name': 'Piccadilly Circus', 'distance': '0.2 miles'}, {'name': 'Green Park', 'distance': '0.3 miles'}, {'name': 'Leicester Square', 'distance': '0.5 miles'}]",,W1J 9LE,30187,http://www.beerintheevening.com/pubs/s/30/30187/Studio_Lounge/Piccadilly,
1978,"15, Denman St, London, W1D 7HN",,,,['Quiz machines (Golden Tee)'],1498831122,,,The Queens Head,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Oxford Circus', 'distance': '0.4 miles'}]",,W1D 7HN,641,http://www.beerintheevening.com/pubs/s/64/641/Queens_Head/Piccadilly,
1979,"45 Great Windmill Street, Piccadilly, London, W1D 7NE",,,,[''],1498831122,,,St James Tavern,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}, {'name': 'Tottenham Court Road', 'distance': '0.4 miles'}]",,W1D 7NE,36676,http://www.beerintheevening.com/pubs/s/36/36676/St_James_Tavern/Piccadilly,
1980,"Swallow Street, London, W1J 0AG",,,,[''],1498831122,,,The Swallow Street Bar,[],"[{'name': 'Piccadilly Circus', 'distance': '0.1 miles'}, {'name': 'Green Park', 'distance': '0.3 miles'}, {'name': 'Oxford Circus', 'distance': '0.4 miles'}]",,W1J 0AG,654,http://www.beerintheevening.com/pubs/s/65/654/Swallow_Street_Bar/Piccadilly,
1981,"No1 Warwick House Street, Piccadilly, London, SW1Y 5AT",,,,"['Live music (Jazz)', 'Food served (Fine dining)']",1498831122,,,Schrodinger's,[],"[{'name': 'Piccadilly Circus', 'distance': '0.3 miles'}, {'name': 'Charing Cross', 'distance': '0.3 miles'}, {'name': 'Leicester Square', 'distance': '0.3 miles'}]",,SW1Y 5AT,33639,http://www.beerintheevening.com/pubs/s/33/33639/Schrodingers/Piccadilly,
1982,"53, Stratford Rd, London, E13 0NF",,2.0,7.0,[''],1498831123,,,The Libra Arms,[],"[{'name': 'Plaistow', 'distance': '0.2 miles'}, {'name': 'Upton Park', 'distance': '0.7 miles'}, {'name': 'West Ham', 'distance': '0.7 miles'}]",,E13 0NF,16999,http://www.beerintheevening.com/pubs/s/16/16999/Libra_Arms/Plaistow,
1983,"15, St. Marys Rd, London, E13 9AE",,6.0,8.3,[''],1498831123,,,The Lord Stanley,[],"[{'name': 'Plaistow', 'distance': '0.3 miles'}, {'name': 'Upton Park', 'distance': '0.5 miles'}, {'name': 'West Ham', 'distance': '0.9 miles'}]",,E13 9AE,16990,http://www.beerintheevening.com/pubs/s/16/16990/Lord_Stanley/Plaistow,
1984,"85, Pelly Rd, London, E13 0NL",,2.0,7.5,[''],1498831123,,,The Lamb,[],"[{'name': 'Plaistow', 'distance': '0.3 miles'}, {'name': 'Upton Park', 'distance': '0.6 miles'}, {'name': 'West Ham', 'distance': '0.8 miles'}]",,E13 0NL,4890,http://www.beerintheevening.com/pubs/s/48/4890/Lamb/Plaistow,
1985,"174, Balaam St, London, E13 8RD",,2.0,6.0,[''],1498831123,,,The Greyhound and Hare,[],"[{'name': 'Plaistow', 'distance': '0.5 miles'}, {'name': 'Upton Park', 'distance': '0.8 miles'}, {'name': 'West Ham', 'distance': '0.9 miles'}]",,E13 8RD,16994,http://www.beerintheevening.com/pubs/s/16/16994/Greyhound_and_Hare/Plaistow,
1986,"546, Barking Rd, London, E13 9JU",,5.0,5.8,[''],1498831123,,,The Castle,[],"[{'name': 'Upton Park', 'distance': '0.7 miles'}, {'name': 'Plaistow', 'distance': '0.7 miles'}]",,E13 9JU,16991,http://www.beerintheevening.com/pubs/s/16/16991/Castle/Plaistow,
1987,"17, Jutland Rd, London, E13 8JH",,3.0,3.0,[''],1498831123,,,The Duke of Edinburgh,[],"[{'name': 'Plaistow', 'distance': '0.8 miles'}, {'name': 'Canning Town', 'distance': '0.8 miles'}]",,E13 8JH,16993,http://www.beerintheevening.com/pubs/s/16/16993/Duke_of_Edinburgh/Plaistow,
1988,"100, High St, London, E13 0AJ",,2.0,7.0,[''],1498831123,,,The Coach and Horses,[],"[{'name': 'Plaistow', 'distance': '0.2 miles'}, {'name': 'Upton Park', 'distance': '0.7 miles'}, {'name': 'West Ham', 'distance': '0.8 miles'}]",,E13 0AJ,16995,http://www.beerintheevening.com/pubs/s/16/16995/Coach_and_Horses/Plaistow,
1989,"59-61, High St, London, E13 0AD",,41.0,7.5,"['TV', 'Real ale']",1498831124,,,The Black Lion,[],"[{'name': 'Plaistow', 'distance': '0.2 miles'}, {'name': 'Upton Park', 'distance': '0.7 miles'}, {'name': 'West Ham', 'distance': '0.7 miles'}]",,E13 0AD,16998,http://www.beerintheevening.com/pubs/s/16/16998/Black_Lion/Plaistow,
1990,"36, New Barn St, London, E13 8JW",,3.0,6.3,[''],1498831124,,,The Army and Navy,[],[],,E13 8JW,16992,http://www.beerintheevening.com/pubs/s/16/16992/Army_and_Navy/Plaistow,
1991,"14 Vauxhall Bridge Rd, London, SW1V 2SA",,,,"['Food served', 'Wireless internet access (provided by The Cloud)']",1498831124,,,The White Swan,[],"[{'name': 'Pimlico', 'distance': '0.1 miles'}, {'name': 'Vauxhall', 'distance': '0.4 miles'}, {'name': ""St James's Park"", 'distance': '0.7 miles'}]",,SW1V 2SA,452,http://www.beerintheevening.com/pubs/s/45/452/White_Swan/Pimlico,
1992,"110, Vauxhall Bridge Rd, London, SW1V 2RQ",,,,"['Big screen', 'Pool table (One)', 'Dartboard']",1498831124,,,The Surprise at Pimlico,[],"[{'name': 'Pimlico', 'distance': '0.2 miles'}, {'name': 'Victoria', 'distance': '0.5 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 2RQ,4400,http://www.beerintheevening.com/pubs/s/44/4400/Surprise_at_Pimlico/Pimlico,
1993,"11 Warwick Way, Pimlico, London, SW1V 1QT",,,,[''],1498831124,,,The Queens Arms,[],"[{'name': 'Pimlico', 'distance': '0.4 miles'}, {'name': 'Victoria', 'distance': '0.4 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 1QT,33309,http://www.beerintheevening.com/pubs/s/33/33309/Queens_Arms/Pimlico,
1994,"91 Wilton Road, London, SW1V 1DW",,,,['Real ale'],1498831124,,,The Prince of Wales,[],"[{'name': 'Victoria', 'distance': '0.3 miles'}, {'name': 'Pimlico', 'distance': '0.4 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 1DW,3117,http://www.beerintheevening.com/pubs/s/31/3117/Prince_of_Wales/Pimlico,
1995,"85 Tachbrook St, London, SW1V 2QA",,,,"['Live music', 'TV', 'Jukebox', 'Pool table (One)', 'Dartboard']",1498831124,,,The Pride of Pimlico,[],"[{'name': 'Pimlico', 'distance': '0.1 miles'}, {'name': 'Vauxhall', 'distance': '0.5 miles'}, {'name': 'Victoria', 'distance': '0.7 miles'}]",,SW1V 2QA,3087,http://www.beerintheevening.com/pubs/s/30/3087/Pride_of_Pimlico/Pimlico,
1996,"12-22, Upper Tachbrook St, London, SW1V 1SH",,5.0,3.2,[''],1498831124,,,Pimlico Wine Vaults,[],"[{'name': 'Victoria', 'distance': '0.3 miles'}, {'name': 'Pimlico', 'distance': '0.4 miles'}, {'name': ""St James's Park"", 'distance': '0.5 miles'}]",,SW1V 1SH,27139,http://www.beerintheevening.com/pubs/s/27/27139/Pimlico_Wine_Vaults/Pimlico,
1997,"11 Warwick Way, London, SW1V 1QT",,,,['Food served (Thai restaurant upstairs)'],1498831124,,,The Page,[],"[{'name': 'Pimlico', 'distance': '0.4 miles'}, {'name': 'Victoria', 'distance': '0.4 miles'}, {'name': ""St James's Park"", 'distance': '0.6 miles'}]",,SW1V 1QT,1847,http://www.beerintheevening.com/pubs/s/18/1847/Page/Pimlico,
1998,"95 / 97 Portobello Road, London, W11 2QB",,,,"['TV', 'Food served', 'Real ale', 'Outside seating']",1498831124,,,The Portobello Gold,[],"[{'name': 'Notting Hill Gate', 'distance': '0.4 miles'}, {'name': 'Holland Park', 'distance': '0.4 miles'}, {'name': 'Ladbroke Grove', 'distance': '0.5 miles'}]",,W11 2QB,2393,http://www.beerintheevening.com/pubs/s/23/2393/Portobello_Gold/Portobello_Road,
1999,"58 Millbank, Pimlico, London, SW1P 4RW",,,,"['Food served', 'Real ale', 'Outside seating', 'Credit cards accepted', 'Accommodation available', 'Wireless internet access', 'Air conditioning', 'Disabled access', 'Disabled toilet']",1498831125,,,The Morpeth Arms,[],"[{'name': 'Pimlico', 'distance': '0.2 miles'}, {'name': 'Vauxhall', 'distance': '0.3 miles'}, {'name': ""St James's Park"", 'distance': '0.8 miles'}]",,SW1P 4RW,4161,http://www.beerintheevening.com/pubs/s/41/4161/Morpeth_Arms/Pimlico,
2000,"171, Portobello Rd, London, W11 2DY",,,,"['TV', 'Real ale', 'Outside seating']",1498831125,,,The Portobello Star,[],"[{'name': 'Ladbroke Grove', 'distance': '0.4 miles'}, {'name': 'Notting Hill Gate', 'distance': '0.5 miles'}, {'name': 'Holland Park', 'distance': '0.5 miles'}]",,W11 2DY,5635,http://www.beerintheevening.com/pubs/s/56/5635/Portobello_Star/Portobello_Road,
2001,"43, Vauxhall Bridge Rd, London, SW1V 2TA",,,,"['Big screen', 'Pool table (2)', 'Real ale', 'Outside seating']",1498831125,,,The Lord High Admiral,[],"[{'name': 'Pimlico', 'distance': '0.2 miles'}, {'name': 'Vauxhall', 'distance': '0.6 miles'}, {'name': 'Victoria', 'distance': '0.6 miles'}]",,SW1V 2TA,665,http://www.beerintheevening.com/pubs/s/66/665/Lord_High_Admiral/Pimlico,
2002,"179, Portobello Rd, Notting Hill, London, W11 2ED",,,,"['Live music (Thursday)', 'TV', 'Big screen (Multiple)', 'Fruit machines', 'Quiz machines', 'Food served (All day)', 'Sunday roast (Beef', 'Lamb or Chicken)', 'Real ale (Youngs)', 'Outside seating', 'Dogs allowed (In Bar Area)', 'Children allowed (In Dining Areas)', 'Credit cards accepted', 'Cash machine', 'Smoking area', 'Air conditioning', 'Coach parties welcome (Prior bookings please)', 'Disabled access', 'Disabled toilet']",1498831125,,,The Duke Of Wellington,[],"[{'name': 'Ladbroke Grove', 'distance': '0.3 miles'}, {'name': 'Westbourne Park', 'distance': '0.5 miles'}, {'name': 'Latimer Road', 'distance': '0.6 miles'}]",,W11 2ED,1402,http://www.beerintheevening.com/pubs/s/14/1402/Duke_Of_Wellington/Portobello_Road,
2003,"210 High Street, Poplar, London, London, E14 0BB",,,,[''],1498831125,,,The Resolute,[],"[{'name': 'Canary Wharf', 'distance': '0.6 miles'}, {'name': 'North Greenwich', 'distance': '0.9 miles'}, {'name': 'Canning Town', 'distance': '1 mile'}]",,E14 0BB,32075,http://www.beerintheevening.com/pubs/s/32/32075/Resolute/Poplar,
2004,"Newby Place, Poplar, London, E14 0ES",,,,[''],1498831125,,,Hope and Anchor,[],"[{'name': 'Canary Wharf', 'distance': '0.6 miles'}, {'name': 'Canning Town', 'distance': '0.9 miles'}, {'name': 'North Greenwich', 'distance': '1 mile'}]",,E14 0ES,45586,http://www.beerintheevening.com/pubs/s/45/45586/Hope_and_Anchor/Poplar,
2005,"28 Bazely Street, London, E14 0ES",,8.0,5.5,['Food served'],1498831125,,,The Greenwich Pensioner,[],"[{'name': 'Canary Wharf', 'distance': '0.6 miles'}, {'name': 'Canning Town', 'distance': '0.9 miles'}, {'name': 'North Greenwich', 'distance': '1 mile'}]",,E14 0ES,22134,http://www.beerintheevening.com/pubs/s/22/22134/Greenwich_Pensioner/Poplar,
2006,"78, Blackwall Way, Poplar, London, E14 9QG",,6.0,5.3,"['Quiz night', 'Sky TV', 'Karaoke', 'Pool table', 'Outside seating']",1498831125,,,The Brunswick Arms,[],"[{'name': 'North Greenwich', 'distance': '0.6 miles'}, {'name': 'Canary Wharf', 'distance': '0.7 miles'}, {'name': 'Canning Town', 'distance': '1 mile'}]",,E14 9QG,16459,http://www.beerintheevening.com/pubs/s/16/16459/Brunswick_Arms/Poplar,
2007,"130, Plumstead High St, London, SE18 1JQ",,17.0,6.5,[''],1498831126,,,The Volunteer,[],[],,SE18 1JQ,11624,http://www.beerintheevening.com/pubs/s/11/11624/Volunteer/Plumstead,
2008,"7 Timbercroft Lane, Plumstead, London, SE18 2SB",,4.0,4.8,[''],1498831126,,,Who'd a Thought it,[],[],,SE18 2SB,26594,http://www.beerintheevening.com/pubs/s/26/26594/Whod_a_Thought_it/Plumstead,
2009,"282 Plumstead High Street, Plumstead, London, SE18 1JT",,,,[''],1498831126,,,Plume of Feathers,[],[],,SE18 1JT,43974,http://www.beerintheevening.com/pubs/s/43/43974/Plume_of_Feathers/Plumstead,
2010,"158 Plumstead Common Road, Plumstead, London, SE18 2UL",,14.0,6.3,"['Food served', 'Real ale']",1498831126,,,The Star Inn,[],[],,SE18 2UL,20477,http://www.beerintheevening.com/pubs/s/20/20477/Star_Inn/Plumstead,
2011,"205 Plumstead Common Road, Plumstead, London, SE18 2UJ",,,,[''],1498831126,,,The Ship,[],[],,SE18 2UJ,40382,http://www.beerintheevening.com/pubs/s/40/40382/Ship/Plumstead,
2012,"9, Old Mill Rd, Plumstead, London, SE18 1QG",,6.0,2.8,"['TV', 'Big screen', 'Pool table', 'Real ale', 'Outside seating']",1498831126,,,The Prince Albert,[],[],,SE18 1QG,26595,http://www.beerintheevening.com/pubs/s/26/26595/Prince_Albert/Plumstead,
2013,"292 Waverly Road, London, SE18 7TN",,7.0,6.4,"['Pool table', 'Dartboard', 'Fruit machines', 'Quiz machines', 'Food served', 'Real ale', 'Outside seating', 'Wireless internet access (provided by The Cloud)']",1498831126,,,The Rose Inn,[],[],,SE18 7TN,7881,http://www.beerintheevening.com/pubs/s/78/7881/Rose_Inn/Plumstead,
2014,"1 Old Mill Road, Plumstead, London, SE18 1QG",,29.0,8.2,"['Pool table', 'Fruit machines', 'Real ale', 'Outside seating']",1498831126,,,The Old Mill,[],[],,SE18 1QG,7416,http://www.beerintheevening.com/pubs/s/74/7416/Old_Mill/Plumstead,
2015,"67 High Street, Plumstead, London, SE18 1SB",,,,[''],1498831127,,,O'Dowds,[],[],,SE18 1SB,40383,http://www.beerintheevening.com/pubs/s/40/40383/ODowds/Plumstead,
2016,"93 Lower Richmond Road, Putney, London, SW15 1EU",,,,"['Live music (virtually every night', 'also venue for hire)', 'Pool table (1)', 'Quiz machines (multi)']",1498831127,,,The Half Moon,[],"[{'name': 'Putney Bridge', 'distance': '0.6 miles'}, {'name': 'East Putney', 'distance': '0.8 miles'}]",,SW15 1EU,1070,http://www.beerintheevening.com/pubs/s/10/1070/Half_Moon/Putney,
2017,"113, Lower Richmond Rd, London, SW15 1EX",,12.0,5.8,['Food served'],1498831127,,,Hudsons Wine Bar,[],"[{'name': 'Putney Bridge', 'distance': '0.6 miles'}, {'name': 'East Putney', 'distance': '0.8 miles'}]",,SW15 1EX,15370,http://www.beerintheevening.com/pubs/s/15/15370/Hudsons_Wine_Bar/Putney,
2018,"167 Upper Richmond Road, London, SW15 6SE",,,,"['Quiz night', 'TV', 'Fruit machines', 'Food served', 'Outside seating', 'Wireless internet access (provided by The Cloud)']",1498831127,,,The Fox,[],"[{'name': 'East Putney', 'distance': '0.4 miles'}, {'name': 'Putney Bridge', 'distance': '0.7 miles'}]",,SW15 6SE,315,http://www.beerintheevening.com/pubs/s/31/315/Fox/Putney,
2019,"136 Upper Richmond Road, London, SW15 2SP",,3.0,7.7,[''],1498831127,,,Dexter's Grill and Bar,[],"[{'name': 'East Putney', 'distance': '0.1 miles'}, {'name': 'Putney Bridge', 'distance': '0.6 miles'}]",,SW15 2SP,1781,http://www.beerintheevening.com/pubs/s/17/1781/Dexters_Grill_and_Bar/Putney,
2020,"200b, Upper Richmond Rd, London, SW15 2SH",,23.0,3.0,[''],1498831127,,,The Fez Bar,[],"[{'name': 'East Putney', 'distance': '0.3 miles'}, {'name': 'Putney Bridge', 'distance': '0.6 miles'}]",,SW15 2SH,1865,http://www.beerintheevening.com/pubs/s/18/1865/Fez_Bar/Putney,
